postid,links,tags,title,question,answers,Related
8970,https://api.github.com/repos/openssl/openssl/issues/8970,pr,evp digest enabl sha pre hash ec dsa,address possibl ecdsa part find test vector ec dsa signatur sha hash,suggest backport fyi futur refer put fix line commit messag issu automat close push repo put fix line commit messag issu automat close issu due failur extern test suit ill add fix line commit messag verifi suggest backport ill let merg one exercis let merg one exercis felt certain want check nist wycheproof testvector googl couldnt find merg master e da dd b b b f e fecb bdd fbd bf fe b b cf bc e aaa e b b dfb ab db ffc b,Yes
7618,https://api.github.com/repos/PrestaShop/PrestaShop/issues/7618,pr,updat addon authent form,question answer branch develop descript updat authent form type improv categori bo bc break deprec fix ticket test check addon authent form,thank,Yes
602,https://api.github.com/repos/senchalabs/connect/issues/602,issue,cookiesess work cookiepars use signatur,follow setup doc seem work look sourc seem cookiepars read sign cooki never actual read secret instead work,thank post statu run patch later tonight side note prefer cooki session specifi secret paramet call cooki session function,Yes
12110,https://api.github.com/repos/dotnet/docs/issues/12110,issue,underli connect close establish trust relationship ssl tls secur channel,hello follow document work connect made server howev request come differ machin within network error system net webexcept hresult x messag underli connect close establish trust relationship ssl tls secur channel sourc system web servic stacktrac system web servic protocol webclientprotocol getwebrespons webrequest request system web servic protocol httpwebclientprotocol getwebrespons webrequest request system web servic protocol soaphttpclientprotocol invok string methodnam object paramet inner except authenticationexcept remot certif invalid accord valid procedur document detail edit section requir doc microsoft com github issu link id f fd e b ce e e b f version independ id cd b f bb b b b aeb content configur iis host wcf servic content sourc product dotnet framework technolog dotnet wcf github login microsoft alia wcfsrvt,help question hi reproduc one expir crl innerexcept hresult x messag remot certif invalid accord valid procedur need look properti clientcredenti servicecertif sslcertificateauthent initi null need instanti new instanc multipl properti class influenc servic certif valid exampl chang revoc mode,Yes
2387,https://api.github.com/repos/caddyserver/caddy/issues/2387,issue,caddi tri let encrypt cert self sign,request test integr caddi new librari goe test self sign mode modifi issu templat sinc work caddi directli go version thing caddi master bc e c dec de b dee aff golang go test os ubuntu tri self sign tls certif reproduc multipl case expect see caddi creat self sign certif hang prompt e mail tri let encrypt certif see instead give full error messag log caddi hang prompt e mail tri let encrypt certif use caddi throw error tls certif configur someon start scratch reproduc bug minim possibl,fabul bug report thank made quick easi fix thank test latest chang go ahead give new commit master try abl reproduc issu resolv teeni bit logic make transit correctli switch certmag,Yes
4954,https://api.github.com/repos/MinecraftForge/MinecraftForge/issues/4954,issue,client updat forg unabl enter server,issu descript client updat forg unabl enter,see forg anyon els experienc issu updat forg solv problem issu fact duplic english peopl,Yes
295,https://api.github.com/repos/Cyan4973/xxHash/issues/295,issue,xxhash algorithm stabl,xxhash guarante futur chang code chang output function declar doc btw highwayhash guarate plan xxhash comput checksum bulk data store rest applic need assur updat newer version xxhash without reencod data,guarante newer guarante yet,Yes
9252,https://api.github.com/repos/envoyproxy/envoy/issues/9252,pr,doc replac maintain secur team e mail templat,replac maintain secur team e mail templat secur relat announc risk level low test n doc chang n releas note n sign yan avlasov,,Yes
3815,https://api.github.com/repos/roundcube/roundcubemail/issues/3815,issue,add icon encrypt messag,report seth jun utc trac ticket propos add new icon padlock attach column messag encrypt case mime content type applic pkc mime know content type case pgp experienc user confus see blank messag new icon titl inform whole messag encrypt keyword icon encrypt migrat,comment jun utc sometim multipart encrypt content type use sometim encypt text sent insid text plain cannot show icon second case look inconsist alreadi messag inform user messag encrypt cannot view comment seth jun utc know alreadi messag inform e mail encrypt case point ad addit icon encrypt e mail sent thunderbird inform messag appear rc messag display case content type applic pkc mime comment jun utc attach sampl messag sourc comment mar utc fix commit ee c dff bd eb b ac messag notic display statu chang mar utc new close mileston chang mar utc later stabl,Yes
949,https://api.github.com/repos/mgp25/Chat-API/issues/949,issue,loginfailureexcept password receiv chat api wart,first tri regist chat api receiv password tri log loginfailureexcept thrown tri regist via wart wart send sms receiv voic call code success receiv password save ident id xxxxxxx dat next result wrong,number block script check block block need anoth number let know ill help first result see digit disappear somewher tri chang cc russia countri csv result today tri send messag via yowsup use password receiv last checkcredenti work log chat api tri german phone number got ident password wart loginwithpassword return result loginfailureexcept yowsup send success number block notic problem buildident length ident get wart gener new ident length equal comment length check line everi time gener new ident mayb problem send number work password via email ill test tell what happen send data email sent sms code send back code via mail regist use make sure use latest version api login valu work still face error post debug log success regist latest version api first try try german number right mnc code method receiv new password wart german phone number registertool php work log result refresh page mani time got row author said earlier api gener ident everi hit length problem contact via mail help exact issu mgp solut yet,Yes
2344,https://api.github.com/repos/hashicorp/packer/issues/2344,issue,vmware iso build honor remot host ssh public key,current password authent esx host access,duplic,Yes
1099,https://api.github.com/repos/mikel/mail/issues/1099,pr,x smtp secur prevent command inject via address,mail,,Yes
139,https://api.github.com/repos/Kunena/Kunena-Forum/issues/139,pr,start use plugin access login integr,remov configur option access login integr blue eagl move menu login footer everi templat file remov profil stuff categori list layout remov deprec integr code joomla access login convert frontend templat new kunenaaccess input element fix php notic jhtmlkunenaforum categorylist implement iter kunenatre class fix bug kunenaforum versionmajor add const start use new kunenalogin class plugin support start use new kunenaaccess class plugin support creat new version kunenaaccess kunenalogin class remov deprec jxtend noixacl support add languag file new plugin add commun builder integr plugin move system kunena plugin plugin directori instal plugin add jomsoci integr plugin add joomla integr plugin add joomla integr plugin perform improv new templat add function kunenaview loadtemplatefil start use add function kunenaforum versionmajor,,Yes
3741,https://api.github.com/repos/codesandbox/codesandbox-client/issues/3741,issue,error creat sandbox git repositori someth went wrong,someth went wrong descript problem get back code yrs consid fresher first timer web program start react upload sampl code github sign codesandbox use git account tri creat sandbox git issu affect tri accomplish tri start web program codesandbox link sandbox link option environ softwar name version odesandbox browser opera oper system window,tri import repo privat organ repo fail import due go file limit look mainli caus includ node modul folder repo necessari node modul folder repo creat project try remov folder tri import,Yes
318,https://api.github.com/repos/eclipse/jetty.project/issues/318,issue,ldaploginmodul support obfusc bindpassword,migrat bugzilla new sever normal compon x report version unspecifi platform pc assign project inbox lin yan wrote obf style password gener use password util bindpassword ldaploginmodul simpli pass obfusc password ldap server authent,implement,Yes
28624,https://api.github.com/repos/owncloud/core/issues/28624,pr,make lost password error distinguish,make error messag distinguish allow actual debug problem use cryptic number increas secur attack look code written form becom,messag hit user ui need proper analysi merg delay see n replac see wrong chang except messag end differ backport yes make support littl easier pr open thread automat lock sinc recent activ close pleas open new issu relat bug,Yes
32215,https://api.github.com/repos/ansible/ansible/issues/32215,pr,fix password leak log provid argument,summari fix fix sinc provid argument valid spec argument handl lead password leak syslog fix remov password provid argument action plugin case password use modul code copi provid password top level password argument handl correctli howev throw deprec warn messag password arg even given top level argument fix exist issu pleas includ fix nnn commit messag descript still explain chang issu type bugfix pull request compon name plugin action dello py plugin action dello py plugin action dello py plugin action eos py plugin action ios py plugin action iosxr py plugin action juno py plugin action nxo py ansibl version addit inform includ addit inform help peopl understand chang bug link bug report step step reproduct problem help transport playbook chang playbook run output entri syslog chang playbook run output entri syslog eos transport playbook chang playbook output run entri syslog chang playbook run output entri syslog,cc bot click bot click bot click bot click bot click bot click bot click bot,Yes
176,https://api.github.com/repos/runatlantis/atlantis/issues/176,issue,support git ssh key authent,current atlanti clone git repo remot great atlanti support ssh remot ssh key authent,sure answer request fetch modul use ssh add environ variabl run atlanti point sourc modul ssh git endpoint modul resid oh see great thank close try thank workaround go open still good featur though go close modul solut outlin otherwis think make sens atlanti clone repo use credenti alreadi given make api call vcs system solut work add first configur snippet mention git ssh command environ variabl know snippet seem impli defin atlanti yaml somehow seem find refer capabl document miss context exactli code snippet suppos go snippet taken kubernet deploy env section part atlanti yaml use helm chart overrid gitconfig ad ssh support atlanti ok workaround somebodi tell wrong see insid contain see problem execut ssh command manual pull request confirm privat key suffici privileg test use privat key initi push terraform repo workstat work wrap environ variabl valu doubl quot issu doh good catch remov docker env file good world possibl implement user make solut work need copi privat key docker imag atlanti forget modifi access right key user must abl read add env variabl done via,Yes
68,https://api.github.com/repos/saleem-hadad/larecipe/issues/68,issue,btn link login page miss custom css,describ bug forgot password link login page style custom color reproduc step reproduc behavior go login page see link purpl honor custom color config seem btn btn link class miss,hi actual packag meant without pre made auth page left develop build ui,Yes
30339,https://api.github.com/repos/ansible/ansible/issues/30339,pr,openssl remov static dict keyusag,summari keyusag extendedkeyusag current static limit via static dict defin modul util crypto py one specifi valu idempot work instead static dict use keyusag extendedkyeusag valu openssl nid compar rather compar string issu type bugfix pull request compon name openssl csr openssl certif ansibl version devel addit inform fix,cc add long name list someth nice chang issu exist field e g vs subject issuer,Yes
783,https://api.github.com/repos/rapid7/metasploit-framework/issues/783,pr,add meterpret bin compil vs,sure exactli caus breakag use bin compil version visual studio seem fix issu fixrm,test browser exploit longer reproduc bug,Yes
8967,https://api.github.com/repos/home-assistant/core/issues/8967,pr,turn foscam verbos mode,descript turn foscam verbos mode checklist code interact devic x local test run success pr cannot merg unless test pass test ad verifi new code work,,Unsure
116,https://api.github.com/repos/gorilla/sessions/issues/116,issue,forget,import note use gorilla mux need wrap handler context clearhandl els leak memori easi wrap top level mux call true fix accord prompt everyth ok,,Yes
4445,https://api.github.com/repos/helm/helm/issues/4445,issue,basic auth credenti repo use depend updat command,ad repo chartmuseum usernam password param run everyth work fine pick credenti output work output cloud provid platform aks gke minikub etc aws rancher kubernet open discuss,encount issu find solut thought relat workaround avail nope cc jfrog version work expect bad implement function workaround add credenti repo url manual add helm repositori repositori yaml alter url field work thank work whenev try run complain find repo assum helm basic regex url match prefix updat includ full url cred well match look chang add alia thank know alia repo well version helm use btw think solut work artifactori still unauthor go need fix chart loader custom helm build definit get credenti ad turn revers proxi configur close via,Yes
3196,https://api.github.com/repos/balderdashy/sails/issues/3196,issue,question canon ssl sail app,see anyth offici document see issu sourc look need point file path right product environ thank,recommend use http proxi front sail product environ nginx apach make easier secur product node expos outsid world ssl let nginx handl termin nginx forward request intern sail unencrypt http anoth benefit approach use nginx load balanc multipl sail instanc one certif instal run amazon ec wish elast load balanc elb termin ssl load balanc plan websocket workaround need load balanc pass websocket sail doabl recommend use http proxi front sail product environ nginx apach sail support ssl box howev agre gener rule product want node js nake face world directli recommend set nginx front node js sail manag ssl nginx,Yes
7169,https://api.github.com/repos/NodeBB/NodeBB/issues/7169,issue,log immedi login without refresh work,due chang config control new token avail new config logout code delet req uid even though requir automat setauthvar,,Yes
217,https://api.github.com/repos/scrod/nv/issues/217,issue,encrypt within note,mainli sync simplenot assum hear otherwis text store clear databas encrypt within note say select block text entir note encrypt password suppli real time perhap option store keychain someth backend someth standard aes hash password keylength need fact better someth fairli simpl app develop oper system implement well sure ton aes librari around encrypt part hard although interfac keychain,nv alreadi support encrypt local entir databas unfortun nv encrypt note data upload simplenot abl read ios devic hope answer eventu go involv method propos,Yes
2947,https://api.github.com/repos/rails/rails/issues/2947,issue,precompil asset action control asset host accept nd argument,basic straight doc config action control asset host proc new sourc request request ssl request protocol request host port els request protocol asset sourc length exampl com end link sorri anyway deploy,upload git repo minim sampl app reproduc issu thank reproduc issu frist write code config product rb second asset path foo css scss erb bundl exec rake asset precompil sprocket helper railshelp asset path sprocket helper railshelp assetpath comput public path actionview assetpath comput public path actionview assetpath rewrit host protocol actionview assetpath comput asset host error happen problem asset precompil request avail helper know calcul host need use asset guess bug difficult solv think want asset precompil ignor protocol definit want stylesheet right refer rel domain url asset foo png work protocol think actionpack lib sprocket asset rake task precompil alway ignor host rail applic config action control asset host nil end work yes protocol ignor host ignor exampl host depend protocol asset use protocol rel host host use asset work expect work asset depend request protocol mayb better idea case app site refer css host exampl insid css refer imag imag find domain css app domain right ignor asset host context erb file precompil work fine domain css check chrome develop tool yes confirm think ignor asset host fine precompil link script tag contain host protocol rel clear agre asset host ignor precompil commit think link script tag must includ asset host asset path calcul insid view equal domain app domain case ignor insid css file use sinc domain css domain asset exampl think think fix merg need provid test case go sleep today continu tomorrow japan commit includ testcas pleas squash commit send pull request send pull request push hey thank much appreci asset host one compel featur asset pipelin altern proc chang make request argument option chang take away abil asset host compil asset reli request object even give configur option chang behavior precompil asset make work without rais error still css js relat pull request overwrit applic config chang overwrit durat rake task request insid rake task right understand piec durat rake task precompil asset none css bulk imag use imag bulk request benefit asset host noth show asset host exampl taken almost exactli rail framework document pretti sure valid point patch includ asset css serv domain serv stylesheet benefit rotat asset multipl subdomain complet remov think correct answer origin question problem patch recognit serv secur asset singl domain rotat unsecur asset subdomain first post tri achiev think go chang asset host config action control asset host proc new sourc asset sourc length exampl com wildcard cert solv problem without patch ultim think patch revert mayb revert print warn config action control asset host proc arg probabl issu reopen thank everyon issu resolv current situat dont need absolut url imag imag url add asset host asset host differ request request compil alway return url asset host config action control asset host proc new sourc request method request ssl method env fog directori cloudfront com end anyon situat hope link,Unsure
408,https://api.github.com/repos/hardware/mailserver/issues/408,issue,dkim domain privat key world readabl,classif x vulner reproduc x alway descript subject step reproduc expect result actual result,issu automat mark stale recent activ close activ occur thank contribut,Yes
514,https://api.github.com/repos/jiahaog/nativefier/issues/514,issue,add resourc sniffer,descript site listen music onlin download without client add resourc sniff download featur,thank feedback chrome extens want,Yes
49933,https://api.github.com/repos/saltstack/salt/issues/49933,issue,salt api fail run saltcheck function,descript issu question use salt api run saltcheck run state test return statu setup given call salt api curl ik h content type applic json eauth pam password password usernam jenkin dev nullcurl k h accept applic json h x auth token token h content type applic json json dev null,thank report assum salt api configur right option allow user question access modul right brain broke sorri nois,Yes
1427,https://api.github.com/repos/protobufjs/protobuf.js/issues/1427,issue,typescript creat object messag keep type safeti,need view default valu messag contain see call foo toobject foo default true lose type decod messag default true type toobject type pbj forc number static modul w es gener default type object call foo toobject foo default true though whole point view messag default valu,hack,Yes
199,https://api.github.com/repos/rivo/tview/issues/199,issue,use app setinputcaptur call app queueupdat caus deadlock,call use main event loop deadlock updat channel buffer alreadi full follow exampl replic hit ctrl q freez,see well invoc callback alreadi part main event loop call requir fact demonstr even lead deadlock kind alreadi describ packag document code make chang respons key event execut main goroutin thu caus race condit add clarif think requir chang code besid even know avoid deadlock avoid deadlock check alreadi run main loop run updat instead queue yeah guess avoid peopl call everywher though meant help avoid race condit situat program requir unless get lot issu peopl troubl understand distinct leav troubl understand differ problem solv,Yes
7916,https://api.github.com/repos/brave/browser-laptop/issues/7916,issue,block phish malwar work,search similar issu submit one yes describ issu encount block phish malwar work platform win maco linux distro window x brave version revis sha brave rev b b b issu preview cr onward step reproduc clean instal preview visit site block actual result block phish malwar work site downloadm org get block expect result block phish malwar block blacklist site step reproduc fresh profil info ad yes issu current releas version issu consist reproduc yes extra qa step screenshot relat issu cc,,Yes
58,https://api.github.com/repos/mbdavid/LiteDB/issues/58,issue,password protect db,possibl password protect litedb access,hi point dificult implement use symetr rijndael algorithm add featur next releas hi expect function cool protect exist db creat new one creat new one possibl copi data plain db protect one thank thought much done add password password connect string litedb use sha store check password rijndael encrypt,Yes
13,https://api.github.com/repos/RevenantX/LiteNetLib/issues/13,issue,encrypt packet,litenetlib support encrypt packet love librari need data encrypt wire,want encrypt obfusc payload outsid transport layer guess confid skill level regard crypto hope implement dtl game develop speed premium encrypt notabl heavi person want encrypt fork remov featur implement need secur way obfusc stream done serial layer transport layer cours forc dtl encrypt peopl want run without overhead due encrypt header larg percentag packet size send lot small packet cpu overhead think handl tpm hardwar tls right suspect ad latenc minim use game although understand common case look encrypt packet tcp transport thank comment librari orient speed high ping depend game pro encrypt encrypt net compat version net implement uniti mono exampl think need encrypt tcp connect said great point encrypt compat across differ net implement product mostli desktop requir encrypt target howev point view internet traffic need encrypt thought realli librari seen lib provid cross platform uniti encrypt solut wrapper need nativ librari dll right nuget instal packag unmanag librari platform buildabl linux osx encrypt roadmap someth straightforward basic encrypt xor almost done check merg code master good news encrypt privat public keypair possibl construct need key exchang method yes need type pad use key understand type pad storag exchang xor encrypt vulner pad gener built lib mayb rsa key exhang newer better key exchang algorithm support implement mayb time implement encypt fulli chanc branch becom matur sorri busi right main work sorri keep ask question encrypt first prioriti alway encrypt sensit data side sometim encrypt must even game e g see hare udp game differ project differ secur requir happi sign packet need symmetr crypto aes abl exchang key secur http other need full dtl implement awar small c multiplatform dtl librari dtl howev bouncycastl receiv critic past claim better bouncycastl project use easi separ litenetlib know qualiti solut gener implement secur right simpl prefer exist code build solut eye see separ project need litenetlib found project look promis final decid udp commun project unencrypt sensit data transfer http anyway easi simpl fast encrypt xor one topic develop game interest dtl support secur mandatori requir consol platform topic develop game interest dtl support secur mandatori requir consol platform need encrypt packag think upgrad encriptatin branch current version use perform test later encrypt branch entir broken old incompat new code ad simpl xor encrypt write wrapper around favorit encrypt xorencrypt,Yes
14162,https://api.github.com/repos/influxdata/influxdb/issues/14162,issue,scraper option ignor certif check failur,option ignor certif check failur aka curl k scrape origin mention commun post,issu automat mark stale recent activ close activ occur thank contribut issu automat close recent activ pleas reopen issu still import thank contribut especi import manag k environ current k certif api secur intra cluster commun sinc make influxdb accept root ca certif k cluster effect scrape applic secur,Yes
3159,https://api.github.com/repos/akkadotnet/akka.net/issues/3159,issue,atleastoncedeliveryreceiveactor issu consist hash group router,router setup alreadi work fine cluster ad persist featur work expect somehow deliv method fail router tri make akka persist atleastoncedeliveryreceiveactor v commandrout defin follow hocon config messag never reach destin actor actor instead router work fine work log must handl hashmap implement iconsistenthash wrap consistenthashableenvelop warn akka rout consistenthashingroutinglog messag reliabledeliveryenvelop,check log must handl hashmap implement iconsistenthash wrap consistenthashableenvelop warn akka rout consistenthashingroutinglog messag reliabledeliveryenvelop iconsistenthash better fulli understand consist hash work tradeoff come post consist hash scenario whole key space splice number actor defin router configur actual mean singl actor instanc respons handl whole rang key exampl let say key space number share equal actor behind consist hash router mean first actor respons handl messag ids second actor third one etc goal uniqu actor per identifi valid scenario case consist hash router pretti much static play well situat want resiz cluster imagin behav chang actual number actor node assign cours key rang chang well actor previous handl messag ids cluster resiz handl differ rang e call partit handoff well thank,Yes
12459,https://api.github.com/repos/eclipse/che/issues/12459,issue,user login whitelist ident provid,descript behavior keycloak anyon login configur ident provid abl login che environ first time log keycloak auto regist keycloak user redirect che valid token ideal user exist keycloak allow log discuss keycloak folk appar possibl box anyth che side prevent unknown user log reproduct step configur googl ident provid keycloak without exist user che keycloak login googl automat log che abl creat workspac ubuntu che diagnost,try disabl user registr che realm realm set login unfortun prevent keycloak auto regist user log via ident provid anyth che side prevent unknown user log moment che requir keycloak user need role control role user default creat via ident provid exclud default role assign new user role admin consol login issu go stale day inact issu rot addit day inact eventu close mark issu fresh new comment issu safe close pleas moder add label avoid stale mode solut problem,Yes
1521,https://api.github.com/repos/concourse/concourse/issues/1521,pr,remov danger unneed option uaa exampl,need far tell read code concours need grant allow grant author let concours authent behalf uaa token full access cloud control without user present sinc alway user present standard oauth flow make oauth client power need,pleas sign contributor licens manual synchron statu pull request see frequent ask question thank look right base descript,Yes
8838,https://api.github.com/repos/dotnet/AspNetCore.Docs/issues/8838,pr,updat prevent cross site request forgeri csrf attack md,titl topic incorrect match actual content creat new pr pleas follow delet templat text refer issu number one fix issu number fix nnn syntax pr descript caus github automat close issu pr merg,thank fix,Yes
435,https://api.github.com/repos/cortexproject/cortex/issues/435,pr,checksum shfmt increas secur,minor secur improv follow done net thought well cortex,build tool pls,Yes
83253,https://api.github.com/repos/kubernetes/kubernetes/issues/83253,issue,cve kubernet api server json yaml pars vulner resourc exhaust attack,cve denial servic vulner kube apiserv allow author user send malici yaml json payload caus kube apiserv consum excess cpu memori potenti crash becom unavail vulner given initi sever high score v default rbac polici author anonym user submit request trigger vulner cluster upgrad version prior v keep permiss polici default backward compat see mitig section instruct instal restrict v polici affect version kubernet v x kubernet v resolv v kubernet v resolv v kubernet v resolv v kubernet v resolv v four patch releas avail fix master mitig request reject author trigger vulner manag author rule access kubernet api server mitig user abl trigger vulner manual appli restrict v x polici either pre upgrad mitig addit protect upgrad cluster save attach run note remov abil unauthent user run version prior v addit instal restrict polici turn autoupd clusterrolebind chang replac api server restart upgrad v greater remov annot reenabl autoupd origin descript follow introduct post issu follow report secur list suggest put alreadi public stackoverflow question happen creat configmap object recurs refer contain excess cpu usag occur appear instanc billion laugh quit well known xml pars issu appli manifest cluster caus client hang time consider cpu usag expect happen ideal good maximum size entiti defin perhap limit recurs refer yaml pars kubectl one note origin poster stackoverflow indic resourc consumpt test client kubeadm cluster client kubeadm cluster show cpu usag client side reproduc minim precis possibl manifest appli cluster normal anoth cpu monitor observ quantiti cpu time use anyth els need know environ kubernet version test linux amd client kubeadm cluster run kind test linux amd client kubeadm cluster run vmware workstat,sig cli updat base idea possibl issu caus denial servic use curl post yaml directli api server effect bypass client side process step reproduc save yaml file call valid kubernet cluster run directori yaml save run user right creat object default namespac work observ cpu memori usag api server target cluster saw stop accept yaml server side simpl yaml variant get rid refer real world usag user send yaml api server go json proto nice find real world usag user send yaml api server go json proto think simpli drop support format disabl alia anchor expans bound alloc seem reason fix progress latter sound someth treat secur issu dos cve associ help user understand whether vulner pr go yaml year ago mitig issu server side compon hope help assign github allow assign follow user jktomer note kubernet repo collabor peopl comment issu pr assign addit issu prs assigne time inform pleas see contributor respons interact use pr comment avail question suggest relat behavior pleas file issu repositori think simpli drop support format disagre drop yaml commun accept header unambigu hand claim accept yaml drop support featur yaml seem harder client respond automat note patch variant probabl vulner dos complet agre almost legitim client send yaml anchor except mayb hypothet crd human author contain lot intern duplic argo pipelin person problem nuke yaml anchor support support foo etc note patch variant probabl vulner dos yeah fundament patch yaml librari effect process wide worth note follow discuss maintain golang secur team patch made go yaml look address kind attack reopen cherri pick land pick merg target releas version list descript close close issu respons merg target releas version list descript close instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori thank shepherd,Yes
20,https://api.github.com/repos/snipe/snipe-it/issues/20,issue,import function user asset model etc,nice critic mvp,push rough user import tool develop still need handl local languag string put failsaf bad file work ad abil email user credenti creation individu user creation,Yes
212,https://api.github.com/repos/microsoft/Git-Credential-Manager-for-Windows/issues/212,issue,continu enter password everi git request,hi develop team upgrad git alway enter password everi time need access git server realli know downgrad git need enter password mani time use http request ssh,alway enter password everi time need access git server realli know unfortun exactli gcm develop avoid attempt instal gcm separ git packag issu git window deploy version releas day without repli close unless issu creator suppli inform help reproduc resolv issu,Yes
236,https://api.github.com/repos/uber/kraken/issues/236,pr,configur cas ad use self sign certif,configur cas ad use self sign certif,cla assist committ sign cla,Yes
3929,https://api.github.com/repos/heartcombo/devise/issues/3929,issue,user password factori girl instanti associ,seem bug incorrect object instanti model user factori girl rspec test sure guilti descript,sorri understood noob mistak,Yes
3819,https://api.github.com/repos/ant-design/ant-design-pro/issues/3819,issue,preview page redirect ro login,visit redirect,first need login login credenti user admin pass ant design,Yes
2636,https://api.github.com/repos/heartcombo/devise/issues/2636,issue,get user ip use trackabl behind cloudflar,hi use cloudflar cach secur reason need know user real ip case server http cf connect ip achiv devis request ip hold one cloudflar cdn ip user one thank,answer ml pleas mail list stackoverflow question help wider commun abl help reserv issu tracker issu found thread,Yes
9474,https://api.github.com/repos/ansible/ansible/issues/9474,pr,appli firewal rule profil,issu type featur pull request ansibl version ansibl environ manag window host summari configureremotingforans helper script incred use configur necessari piec winrm work howev appli firewal rule public profil obviou document window network profil domain privat firewal open appropri pr caus open firewal winrm regardless network configur step reproduc configur window box network type network run configureremotingforans via powershel ansibl host run modul connect timeout firewal open expect result n actual result n,includ chang pleas take look see updat work window environ look good thank,Yes
47110,https://api.github.com/repos/MicrosoftDocs/azure-docs/issues/47110,issue,ad warn encrypt statu,disk screen vm azur portal confirm encrypt enabl enabl encrypt column howev show ade provis statu process encrypt separ phase provis ade extens run encrypt dm crypt linux bitlok window column show ade phase statu howev actual encrypt complet dm crypt phase check statu substatu messag ade extens encrypt column disk screen enabl encrypt explan anywher custom misunderstand encrypt column disk screen show enabl process encrypt complet actual custom fail encrypt due think fail ask custom support team pleas ad inform warn check statu substatu messag ade extens encrypt column disk screen enabl encrypt document detail edit section requir doc microsoft com github issu link id e f e version independ id f c e f c content creat encrypt linux vm azur portal azur linux virtual content sourc servic secur github login microsoft alia mbaldwin,thank point review action accordingli thank confirm seem roll fix similari issu spite statu resolv hope fix issu roll case azur cli thank bring attent feedback share content owner review,Yes
3064,https://api.github.com/repos/magento/magento2/issues/3064,issue,invalid login credenti use magento connect manag,admin magento commun transfer magento instal one virtual machin anoth new one better perform tri connect magento connect manag howev alway receiv error messag invalid login credenti delet user user section creat new admin user tri sever time luck still error messag pleas help advis fix connect magento connect manag regard,issu tracker magento pleas post relev place magento find place magento x connect post question pleas help show need creat account thank alreadi post question repli yet tri case faster repli ok appreci,Yes
